Fr,Nm,NN,ACTUAL
0.2693212330341339,0.7306787371635437,1,1
0.2701255679130554,0.7298744916915894,1,1
0.2697182297706604,0.7302817702293396,1,1
0.2693527936935425,0.7306472659111023,1,1
0.2693575322628021,0.7306424379348755,1,1
0.2695174217224121,0.7304825186729431,1,1
0.2693137228488922,0.730686366558075,1,1
0.2693258821964264,0.730674147605896,1,1
0.2692839503288269,0.7307159900665283,1,1
0.26928606629371643,0.7307139039039612,1,1
0.2693280875682831,0.7306718826293945,1,1
0.2693006694316864,0.7306993007659912,1,1
0.26931896805763245,0.7306810021400452,1,1
0.2696987986564636,0.7303012013435364,1,1
0.26932430267333984,0.7306756973266602,1,1
0.2693338394165039,0.7306661605834961,1,1
0.2694202661514282,0.730579674243927,1,1
0.2693072557449341,0.7306926846504211,1,1
0.26936227083206177,0.7306377291679382,1,1
0.26957523822784424,0.7304247617721558,1,1
0.26934999227523804,0.730650007724762,1,1
0.2693062126636505,0.7306938767433167,1,1
0.2700449526309967,0.7299550175666809,1,1
0.26930344104766846,0.7306964993476868,1,1
0.2699369192123413,0.7300630807876587,1,1
0.26930710673332214,0.7306929230690002,1,1
0.26947200298309326,0.730527937412262,1,1
0.26930585503578186,0.7306941151618958,1,1
0.26936182379722595,0.7306381464004517,1,1
0.2701982855796814,0.7298017144203186,1,1
0.26934096217155457,0.730659008026123,1,1
0.26929861307144165,0.7307014465332031,1,1
0.27082669734954834,0.7291733026504517,1,1
0.2693287432193756,0.7306712865829468,1,1
0.2694375514984131,0.7305624485015869,1,1
0.26968157291412354,0.7303184866905212,1,1
0.2694372236728668,0.7305627465248108,1,1
0.26928240060806274,0.7307175993919373,1,1
0.26957792043685913,0.7304220795631409,1,1
0.2693024277687073,0.7306975722312927,1,1
0.2692880928516388,0.7307119369506836,1,1
0.2692970335483551,0.7307029366493225,1,1
0.2693130671977997,0.7306869626045227,1,1
0.26929083466529846,0.7307091951370239,1,1
0.26934614777565,0.7306538224220276,1,1
0.26950767636299133,0.730492353439331,1,1
0.2694477140903473,0.7305523157119751,1,1
0.2692989408969879,0.7307010293006897,1,1
0.26935210824012756,0.7306479215621948,1,1
0.26931843161582947,0.7306816577911377,1,1
0.2693149745464325,0.7306850552558899,1,1
0.269315242767334,0.7306848168373108,1,1
0.27002859115600586,0.7299714088439941,1,1
0.26957452297210693,0.7304254770278931,1,1
0.2701064348220825,0.7298935055732727,1,1
0.26938384771347046,0.7306161522865295,1,1
0.26948434114456177,0.7305156588554382,1,1
0.2693641483783722,0.7306358814239502,1,1
0.26938167214393616,0.7306183576583862,1,1
0.2693308889865875,0.7306690812110901,1,1
0.2695485055446625,0.7304514050483704,1,1
0.2701719403266907,0.7298280596733093,1,1
0.2693083882331848,0.7306915521621704,1,1
0.26930126547813416,0.7306987643241882,1,1
0.2693018615245819,0.7306981682777405,1,1
0.2694191038608551,0.7305808663368225,1,1
0.26933664083480835,0.7306633591651917,1,1
0.26936930418014526,0.7306306958198547,1,1
0.26930665969848633,0.7306933403015137,1,1
0.2693742513656616,0.7306257486343384,1,1
0.28491610288619995,0.7150838971138,1,1
0.26930350065231323,0.7306964993476868,1,1
0.2693917453289032,0.730608344078064,1,1
0.2693207561969757,0.7306792140007019,1,1
0.26938530802726746,0.7306146621704102,1,1
0.26930469274520874,0.7306952476501465,1,1
0.2693491280078888,0.7306508421897888,1,1
0.26929861307144165,0.7307013869285583,1,1
0.2692936360836029,0.7307063937187195,1,1
0.2693560719490051,0.7306439280509949,1,1
0.26931053400039673,0.730689525604248,1,1
0.26934537291526794,0.7306546568870544,1,1
0.2693674564361572,0.730632483959198,1,1
0.2693342864513397,0.7306657433509827,1,1
0.2694551348686218,0.7305448055267334,1,1
0.26939237117767334,0.7306076884269714,1,1
0.26938214898109436,0.730617880821228,1,1
0.2693478465080261,0.7306520938873291,1,1
0.26933524012565613,0.7306647896766663,1,1
0.2692953944206238,0.7307046055793762,1,1
0.26935556530952454,0.7306444644927979,1,1
0.26938679814338684,0.7306132316589355,1,1
0.2692820429801941,0.7307179570198059,1,1
0.2704033851623535,0.7295965552330017,1,1
0.26941514015197754,0.7305848598480225,1,1
0.2694017291069031,0.7305982708930969,1,1
0.2699033319950104,0.730096697807312,1,1
0.26937320828437805,0.7306267619132996,1,1
0.2692941427230835,0.7307057976722717,1,1
0.2692892849445343,0.7307107448577881,1,1
0.26929712295532227,0.7307028770446777,1,1
0.270172655582428,0.729827344417572,1,1
0.26938530802726746,0.7306146621704102,1,1
0.26933789253234863,0.7306621670722961,1,1
0.26932546496391296,0.7306745052337646,1,1
0.2693411111831665,0.7306588888168335,1,1
0.2694510817527771,0.7305489182472229,1,1
0.26928532123565674,0.730714738368988,1,1
0.27106577157974243,0.7289342284202576,1,1
0.26944419741630554,0.7305558323860168,1,1
0.2693600356578827,0.7306399345397949,1,1
0.3804176449775696,0.6195823550224304,1,1
0.2693426311016083,0.7306573390960693,1,1
0.2694609761238098,0.7305390238761902,1,1
0.27348726987838745,0.7265127301216125,1,1
0.26937341690063477,0.7306265830993652,1,1
0.269292950630188,0.7307071089744568,1,1
0.2693760395050049,0.7306239604949951,1,1
0.26933014392852783,0.7306698560714722,1,1
0.2692846953868866,0.7307153940200806,1,1
0.26962023973464966,0.7303797602653503,1,1
0.2693026065826416,0.7306973934173584,1,1
0.2692953944206238,0.7307046055793762,1,1
0.2695852518081665,0.7304147481918335,1,1
0.26935267448425293,0.7306473255157471,1,1
0.2694809138774872,0.7305190563201904,1,1
0.26933687925338745,0.7306631207466125,1,1
0.27170050144195557,0.7282994985580444,1,1
0.26940950751304626,0.7305905222892761,1,1
0.2693284749984741,0.7306715846061707,1,1
0.2694509029388428,0.730549156665802,1,1
0.2694409191608429,0.7305590510368347,1,1
0.27256038784980774,0.7274395823478699,1,1
0.26939788460731506,0.7306020855903625,1,1
0.2696303129196167,0.7303696274757385,1,1
0.2693282663822174,0.7306717038154602,1,1
0.27006465196609497,0.729935348033905,1,1
0.2695997655391693,0.7304002642631531,1,1
0.2693919837474823,0.7306079864501953,1,1
0.2692992091178894,0.7307007908821106,1,1
0.26934078335762024,0.7306592464447021,1,1
0.26929524540901184,0.7307047843933105,1,1
0.2697617709636688,0.730238139629364,1,1
0.26999470591545105,0.7300053238868713,1,1
0.27028587460517883,0.7297140955924988,1,1
0.28487566113471985,0.7151243090629578,1,1
0.26930350065231323,0.7306964993476868,1,1
0.2694054841995239,0.7305945158004761,1,1
0.26937153935432434,0.7306284308433533,1,1
0.26933225989341736,0.730667769908905,1,1
0.26983365416526794,0.7301663160324097,1,1
0.2693322002887726,0.730667769908905,1,1
0.2694215178489685,0.7305785417556763,1,1
0.2693014144897461,0.7306985855102539,1,1
0.26930129528045654,0.7306987047195435,1,1
0.2693225145339966,0.7306774854660034,1,1
0.26944032311439514,0.7305597066879272,1,1
0.27112525701522827,0.7288747429847717,1,1
0.2693606913089752,0.7306393384933472,1,1
0.2937053442001343,0.7062946557998657,1,1
0.26970362663269043,0.7302963733673096,1,1
0.2692822813987732,0.7307177186012268,1,1
0.42384597659111023,0.5761540532112122,1,1
0.2693103551864624,0.7306896448135376,1,1
0.26936212182044983,0.7306378483772278,1,1
0.27093932032585144,0.729060709476471,1,1
0.2692939043045044,0.7307060956954956,1,1
0.26945358514785767,0.7305464744567871,1,1
0.2693379521369934,0.7306620478630066,1,1
0.26942700147628784,0.7305729985237122,1,1
0.2694127559661865,0.7305871844291687,1,1
0.3048247694969177,0.6951752305030823,1,1
0.26945802569389343,0.7305419445037842,1,1
0.26944833993911743,0.7305517196655273,1,1
0.2692842185497284,0.7307157516479492,1,1
0.2694118320941925,0.7305881977081299,1,1
0.2694215476512909,0.7305784821510315,1,1
0.26946744322776794,0.7305325269699097,1,1
0.2693166136741638,0.7306833863258362,1,1
0.26928192377090454,0.7307180166244507,1,1
0.26930323243141174,0.7306967973709106,1,1
0.2693796157836914,0.7306203842163086,1,1
0.26935720443725586,0.7306427955627441,1,1
0.26934733986854553,0.7306526899337769,1,1
0.2694002687931061,0.7305998206138611,1,1
0.2693041265010834,0.730695903301239,1,1
0.2697632908821106,0.7302367091178894,1,1
0.2694545388221741,0.7305454611778259,1,1
0.2693212330341339,0.7306787371635437,1,1
0.26931434869766235,0.7306857109069824,1,1
0.2694392800331116,0.7305607199668884,1,1
0.2693105936050415,0.7306894063949585,1,1
0.2692994773387909,0.7307005524635315,1,1
0.26934847235679626,0.7306514382362366,1,1
0.27186957001686096,0.7281304597854614,1,1
0.2704288959503174,0.7295711040496826,1,1
0.26932501792907715,0.7306749224662781,1,1
0.26939427852630615,0.7306057810783386,1,1
0.27169883251190186,0.7283011674880981,1,1
0.26933273673057556,0.730667233467102,1,1
0.26933878660202026,0.7306612730026245,1,1
0.2693135142326355,0.7306864857673645,1,1
0.2693283259868622,0.7306717038154602,1,1
0.2692980468273163,0.7307019829750061,1,1
0.26947471499443054,0.7305253148078918,1,1
0.26937443017959595,0.7306256294250488,1,1
0.26937204599380493,0.7306278944015503,1,1
0.26938536763191223,0.7306146621704102,1,1
0.2693276107311249,0.7306723594665527,1,1
0.282456636428833,0.7175433039665222,1,1
0.269474059343338,0.7305259704589844,1,1
0.2693977952003479,0.7306022047996521,1,1
0.2693632245063782,0.7306368350982666,1,1
0.2694433033466339,0.7305567264556885,1,1
0.270906925201416,0.729093074798584,1,1
0.26974251866340637,0.730257511138916,1,1
0.2693028748035431,0.7306971549987793,1,1
0.26931291818618774,0.7306870818138123,1,1
0.26940295100212097,0.7305970788002014,1,1
0.26932862401008606,0.7306714057922363,1,1
0.26932117342948914,0.7306788563728333,1,1
0.26932159066200256,0.7306784391403198,1,1
0.26942014694213867,0.7305798530578613,1,1
0.2698433995246887,0.7301565408706665,1,1
0.2694282531738281,0.7305718064308167,1,1
0.2692996561527252,0.7307003140449524,1,1
0.27184543013572693,0.7281545996665955,1,1
0.269287645816803,0.7307122945785522,1,1
0.3735169470310211,0.6264830231666565,1,1
0.285463809967041,0.714536190032959,1,1
0.26943260431289673,0.7305673956871033,1,1
0.27098217606544495,0.7290178537368774,1,1
0.26968032121658325,0.7303196787834167,1,1
0.2693655490875244,0.7306344509124756,1,1
0.26932621002197266,0.7306737899780273,1,1
0.2693043351173401,0.7306956052780151,1,1
0.26930901408195496,0.7306910157203674,1,1
0.2693217098712921,0.7306783199310303,1,1
0.2693873643875122,0.7306126356124878,1,1
0.2695314586162567,0.7304684519767761,1,1
0.26933929324150085,0.7306607365608215,1,1
0.2693980932235718,0.730601966381073,1,1
0.2693515121936798,0.7306485176086426,1,1
0.2692861557006836,0.7307138442993164,1,1
0.2693316340446472,0.7306683659553528,1,1
0.2696003019809723,0.7303996682167053,1,1
0.26951703429222107,0.7304829955101013,1,1
0.26938045024871826,0.730619490146637,1,1
0.26933449506759644,0.7306654453277588,1,1
0.2692927122116089,0.7307073473930359,1,1
0.26936304569244385,0.7306369543075562,1,1
0.26932594180107117,0.7306740283966064,1,1
0.26939520239830017,0.7306047677993774,1,1
0.2694377899169922,0.7305622696876526,1,1
0.26937857270240784,0.7306214570999146,1,1
0.2693384289741516,0.7306615114212036,1,1
0.269295334815979,0.730704665184021,1,1
0.2692869007587433,0.7307130694389343,1,1
0.2693336308002472,0.7306663393974304,1,1
0.26947125792503357,0.730528712272644,1,1
0.2695920467376709,0.7304079532623291,1,1
0.26945552229881287,0.7305445075035095,1,1
0.2693689465522766,0.7306311130523682,1,1
0.269322007894516,0.7306780219078064,1,1
0.2692880630493164,0.7307119369506836,1,1
0.2693326473236084,0.7306673526763916,1,1
0.2694171071052551,0.7305828928947449,1,1
0.26927343010902405,0.7307265400886536,1,1
0.26929643750190735,0.7307035326957703,1,1
0.2693757116794586,0.7306243181228638,1,1
0.26932504773139954,0.7306749224662781,1,1
0.27282556891441345,0.7271744608879089,1,1
0.26928630471229553,0.7307137250900269,1,1
0.26932817697525024,0.7306718230247498,1,1
0.2692846953868866,0.7307153940200806,1,1
0.26945391297340393,0.7305461168289185,1,1
0.26934048533439636,0.7306594848632812,1,1
0.2693209946155548,0.7306790351867676,1,1
0.26982933282852173,0.7301706671714783,1,1
0.2695302367210388,0.7304697632789612,1,1
0.2695264220237732,0.7304735779762268,1,1
0.26928025484085083,0.7307196855545044,1,1
0.2706855833530426,0.7293144464492798,1,1
0.26934924721717834,0.730650782585144,1,1
0.270471453666687,0.729528546333313,1,1
0.269321084022522,0.7306789755821228,1,1
0.269378125667572,0.730621874332428,1,1
0.2694156765937805,0.7305843234062195,1,1
0.2693025469779968,0.7306973934173584,1,1
0.2716805636882782,0.7283194065093994,1,1
0.27043211460113525,0.7295678853988647,1,1
0.26937589049339294,0.7306240797042847,1,1
0.2692927420139313,0.7307072877883911,1,1
0.26944273710250854,0.7305572628974915,1,1
0.2696232497692108,0.7303767800331116,1,1
0.2693040370941162,0.7306960225105286,1,1
0.2692975699901581,0.7307024002075195,1,1
0.2756336033344269,0.7243663668632507,1,1
0.2693054676055908,0.7306944727897644,1,1
0.26988673210144043,0.7301132678985596,1,1
0.26999637484550476,0.7300035953521729,1,1
0.2692854702472687,0.7307145595550537,1,1
0.269456684589386,0.730543315410614,1,1
0.2698309123516083,0.7301690578460693,1,1
0.26942598819732666,0.7305740118026733,1,1
0.26999446749687195,0.7300055027008057,1,1
0.26931315660476685,0.7306868433952332,1,1
0.26929882168769836,0.7307011485099792,1,1
0.2693076431751251,0.7306923270225525,1,1
0.26932212710380554,0.7306779623031616,1,1
0.2693224251270294,0.7306775450706482,1,1
0.26933035254478455,0.7306696772575378,1,1
0.2831726670265198,0.7168273329734802,1,1
0.2716344892978668,0.7283654808998108,1,1
0.26933905482292175,0.7306610345840454,1,1
0.2693396508693695,0.7306603789329529,1,1
0.26968079805374146,0.7303191423416138,1,1
0.26930102705955505,0.7306989431381226,1,1
0.2692898213863373,0.7307101488113403,1,1
0.26939627528190613,0.7306037545204163,1,1
0.2693086862564087,0.7306913137435913,1,1
0.2693767249584198,0.730623185634613,1,1
0.26927947998046875,0.7307205200195312,1,1
0.26931333541870117,0.7306866645812988,1,1
0.2693239748477936,0.7306760549545288,1,1
0.27550092339515686,0.7244990468025208,1,1
0.29871487617492676,0.7012851238250732,1,1
0.2693268358707428,0.7306732535362244,1,1
0.2694561183452606,0.730543851852417,1,1
0.2692846357822418,0.7307153940200806,1,1
0.26974841952323914,0.730251669883728,1,1
0.2692798972129822,0.7307201027870178,1,1
0.26931071281433105,0.730689287185669,1,1
0.2693951725959778,0.7306048274040222,1,1
0.269508421421051,0.730491578578949,1,1
0.2694506049156189,0.7305493950843811,1,1
0.26978692412376404,0.7302130460739136,1,1
0.2692902982234955,0.7307097911834717,1,1
0.2693769037723541,0.7306230664253235,1,1
0.26940685510635376,0.7305930852890015,1,1
0.2693932056427002,0.7306067943572998,1,1
0.2694301903247833,0.7305697798728943,1,1
0.2701352536678314,0.729864776134491,1,1
0.2693352699279785,0.7306647300720215,1,1
0.2694273293018341,0.7305727005004883,1,1
0.26927900314331055,0.7307209372520447,1,1
0.2692819833755493,0.7307180166244507,1,1
0.271179735660553,0.728820264339447,1,1
0.2693101763725281,0.7306897640228271,1,1
0.269347220659256,0.7306527495384216,1,1
0.26944494247436523,0.7305550575256348,1,1
0.30258989334106445,0.6974101066589355,1,1
0.2692930996417999,0.7307068705558777,1,1
0.26999351382255554,0.7300064563751221,1,1
0.2692849636077881,0.7307149767875671,1,1
0.26969075202941895,0.730309247970581,1,1
0.2694956362247467,0.7305043339729309,1,1
0.26935112476348877,0.7306488752365112,1,1
0.26930996775627136,0.7306900024414062,1,1
0.2693944275379181,0.7306056022644043,1,1
0.26941803097724915,0.7305819988250732,1,1
0.26929765939712524,0.7307024002075195,1,1
0.2693925201892853,0.7306075096130371,1,1
0.2693888545036316,0.7306111454963684,1,1
0.27056553959846497,0.7294344902038574,1,1
0.2692872881889343,0.7307127118110657,1,1
0.2693191468715668,0.7306808829307556,1,1
0.2694908380508423,0.7305091023445129,1,1
0.26949793100357056,0.7305020689964294,1,1
0.2692781686782837,0.7307218313217163,1,1
0.2693488597869873,0.7306510806083679,1,1
0.302592396736145,0.697407603263855,1,1
0.26948562264442444,0.730514407157898,1,1
0.269297331571579,0.7307026386260986,1,1
0.2692805528640747,0.7307194471359253,1,1
0.2692776024341583,0.7307223677635193,1,1
0.2693289816379547,0.7306709885597229,1,1
0.2696501910686493,0.7303497791290283,1,1
0.26951488852500916,0.7304851412773132,1,1
0.2692842483520508,0.7307157516479492,1,1
0.2694178819656372,0.7305821180343628,1,1
0.2692852020263672,0.7307147979736328,1,1
0.2693904936313629,0.7306094765663147,1,1
0.2695080637931824,0.7304918766021729,1,1
0.2693136930465698,0.7306862473487854,1,1
0.2708837687969208,0.7291162610054016,1,1
0.26928815245628357,0.7307118773460388,1,1
0.26936376094818115,0.7306361794471741,1,1
0.26929062604904175,0.7307093739509583,1,1
0.26942554116249084,0.7305744886398315,1,1
0.26948025822639465,0.7305197715759277,1,1
0.26960813999176025,0.7303918600082397,1,1
0.2693503201007843,0.7306497097015381,1,1
0.269279420375824,0.730720579624176,1,1
0.26930466294288635,0.7306953072547913,1,1
0.26945969462394714,0.7305402755737305,1,1
0.26928195357322693,0.7307180166244507,1,1
0.26929423213005066,0.7307057976722717,1,1
0.26939162611961365,0.7306084036827087,1,1
0.2693081200122833,0.7306919693946838,1,1
0.26933547854423523,0.7306644916534424,1,1
0.2693285048007965,0.7306715250015259,1,1
0.26966753602027893,0.7303324341773987,1,1
0.27492523193359375,0.725074827671051,1,1
0.2693464756011963,0.7306535243988037,1,1
0.2692888379096985,0.7307111620903015,1,1
0.2693127691745758,0.7306872606277466,1,1
0.2693030536174774,0.7306969165802002,1,1
0.26931920647621155,0.7306808233261108,1,1
0.26929768919944763,0.7307023406028748,1,1
0.2694350779056549,0.7305649518966675,1,1
0.2693983018398285,0.7306017279624939,1,1
0.26928648352622986,0.730713427066803,1,1
0.26928412914276123,0.7307158708572388,1,1
0.2694137394428253,0.7305862903594971,1,1
0.26949527859687805,0.7305047512054443,1,1
0.26945778727531433,0.7305421233177185,1,1
0.26932835578918457,0.7306717038154602,1,1
0.2692990005016327,0.7307009696960449,1,1
0.26937228441238403,0.7306276559829712,1,1
0.269343763589859,0.7306562662124634,1,1
0.2694135010242462,0.7305864691734314,1,1
0.26931196451187134,0.7306879758834839,1,1
0.26938575506210327,0.7306143045425415,1,1
0.2694030702114105,0.7305968999862671,1,1
0.2693580985069275,0.7306419014930725,1,1
0.269424170255661,0.7305758595466614,1,1
0.2704138159751892,0.7295861840248108,1,1
0.2693725526332855,0.7306274175643921,1,1
0.2693239748477936,0.7306760549545288,1,1
0.2693854868412018,0.7306144833564758,1,1
0.26930439472198486,0.7306956052780151,1,1
0.2694229781627655,0.7305769920349121,1,1
0.26929518580436707,0.7307047843933105,1,1
0.26930341124534607,0.7306964993476868,1,1
0.26937365531921387,0.7306263446807861,1,1
0.2693611979484558,0.7306388020515442,1,1
0.2693040668964386,0.7306959629058838,1,1
0.269298791885376,0.730701208114624,1,1
0.26932838559150696,0.7306715846061707,1,1
0.2694491147994995,0.7305509448051453,1,1
0.26940372586250305,0.7305963039398193,1,1
0.27286696434020996,0.72713303565979,1,1
0.26933154463768005,0.7306684851646423,1,1
0.26942306756973267,0.7305768728256226,1,1
0.2693558633327484,0.730644166469574,1,1
0.269417941570282,0.7305821180343628,1,1
0.2693161964416504,0.7306838035583496,1,1
0.26932457089424133,0.730675458908081,1,1
0.26935192942619324,0.7306481003761292,1,1
0.2693421244621277,0.7306578159332275,1,1
0.2693690061569214,0.7306309938430786,1,1
0.26942312717437744,0.7305768728256226,1,1
0.2694488763809204,0.7305511832237244,1,1
0.26943907141685486,0.7305608987808228,1,1
0.2692929804325104,0.730707049369812,1,1
0.26931601762771606,0.7306839823722839,1,1
0.26946109533309937,0.7305389046669006,1,1
0.26954999566078186,0.7304499745368958,1,1
0.27091023325920105,0.7290897965431213,1,1
0.26934364438056946,0.7306563854217529,1,1
0.2693271338939667,0.7306728363037109,1,1
0.26932063698768616,0.7306793332099915,1,1
0.26933321356773376,0.7306667566299438,1,1
0.26930302381515503,0.730696976184845,1,1
0.2693646550178528,0.7306353449821472,1,1
0.2693336308002472,0.7306663393974304,1,1
0.269284725189209,0.730715274810791,1,1
0.2693062126636505,0.7306938767433167,1,1
0.26994386315345764,0.7300561666488647,1,1
0.2692908048629761,0.7307091951370239,1,1
0.2694542109966278,0.7305458188056946,1,1
0.2693313956260681,0.7306686639785767,1,1
0.26930081844329834,0.7306991815567017,1,1
0.2693154811859131,0.7306845188140869,1,1
0.26938822865486145,0.7306117415428162,1,1
0.2696366608142853,0.7303633093833923,1,1
0.2693409025669098,0.7306591272354126,1,1
0.26970967650413513,0.7302903532981873,1,1
0.2694894075393677,0.7305105924606323,1,1
0.2693654000759125,0.7306346297264099,1,1
0.26930102705955505,0.7306990027427673,1,1
0.2694849967956543,0.7305150628089905,1,1
0.2693957984447479,0.7306041717529297,1,1
0.26931077241897583,0.730689287185669,1,1
0.2694011926651001,0.7305988669395447,1,1
0.2692732512950897,0.7307267785072327,1,1
0.2693878412246704,0.7306122183799744,1,1
0.26934176683425903,0.730658233165741,1,1
0.2694152891635895,0.7305847406387329,1,1
0.269314706325531,0.730685293674469,1,1
0.26929789781570435,0.7307021021842957,1,1
0.2694387435913086,0.7305612564086914,1,1
0.26929450035095215,0.7307054996490479,1,1
0.26929157972335815,0.7307083606719971,1,1
0.26941272616386414,0.7305872440338135,1,1
0.26932910084724426,0.7306708693504333,1,1
0.26931819319725037,0.7306817770004272,1,1
0.2695634067058563,0.7304366230964661,1,1
0.26951271295547485,0.7304872870445251,1,1
0.26940011978149414,0.7305998802185059,1,1
0.2698494791984558,0.730150580406189,1,1
0.2696845531463623,0.7303154468536377,1,1
0.27037379145622253,0.7296261787414551,1,1
0.2694646716117859,0.7305352687835693,1,1
0.2694154381752014,0.7305845022201538,1,1
0.2693316340446472,0.7306683659553528,1,1
0.2694751024246216,0.7305248379707336,1,1
0.2694608271121979,0.7305392026901245,1,1
0.2693791389465332,0.7306209206581116,1,1
0.2693193256855011,0.7306805849075317,1,1
0.26931411027908325,0.7306858897209167,1,1
0.2692859172821045,0.7307140827178955,1,1
0.2693195641040802,0.7306804656982422,1,1
0.26932841539382935,0.7306715846061707,1,1
0.2699805200099945,0.7300195097923279,1,1
0.2692774534225464,0.7307224869728088,1,1
0.2693517506122589,0.7306482791900635,1,1
0.26936885714530945,0.7306311130523682,1,1
0.2694275975227356,0.7305723428726196,1,1
0.2693367302417755,0.7306632995605469,1,1
0.26928097009658813,0.7307190299034119,1,1
0.2693171799182892,0.7306827902793884,1,1
0.2695319652557373,0.7304680347442627,1,1
0.26928964257240295,0.7307103872299194,1,1
0.2695198357105255,0.7304801940917969,1,1
0.26936525106430054,0.7306348085403442,1,1
0.27192893624305725,0.7280710935592651,1,1
0.26967349648475647,0.7303265333175659,1,1
0.2692936658859253,0.7307063341140747,1,1
0.2693008482456207,0.7306991219520569,1,1
0.2717641592025757,0.7282359004020691,1,1
0.2693338692188263,0.7306661605834961,1,1
0.27106982469558716,0.7289301753044128,1,1
0.26930588483810425,0.7306941151618958,1,1
0.2692902982234955,0.7307096123695374,1,1
0.2692806124687195,0.7307193875312805,1,1
0.26934680342674255,0.7306531667709351,1,1
0.2693749964237213,0.7306249737739563,1,1
0.26947739720344543,0.730522632598877,1,1
0.2693306505680084,0.7306694388389587,1,1
0.27060285210609436,0.7293971180915833,1,1
0.2693922221660614,0.730607807636261,1,1
0.26941701769828796,0.7305830121040344,1,1
0.2693066895008087,0.7306933403015137,1,1
0.2693064510822296,0.730693519115448,1,1
0.270948201417923,0.7290517687797546,1,1
0.26930999755859375,0.7306899428367615,1,1
0.26941004395484924,0.7305899858474731,1,1
0.2699509859085083,0.7300490140914917,1,1
0.2693680226802826,0.7306320071220398,1,1
0.26936426758766174,0.7306357026100159,1,1
0.2693248987197876,0.7306751012802124,1,1
0.26942119002342224,0.7305787801742554,1,1
0.26937416195869446,0.7306258678436279,1,1
0.2693571448326111,0.7306427955627441,1,1
0.2692911922931671,0.7307088375091553,1,1
0.26954299211502075,0.7304570078849792,1,1
0.26932618021965027,0.7306738495826721,1,1
0.2693557143211365,0.7306442856788635,1,1
